id,name,alias
3665,FORT MYERS TECHNICAL COLLEGE,FORT MYERS TECHNICAL COLLEGE
3666,LIVELY TECHNICAL COLLEGE,
3667,LINDSEY HOPKINS TECHNICAL COLLEGE,
3668,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-MEMPHIS,TCAT MEMPHIS
3669,SAVANNAH COLLEGE OF ART AND DESIGN,SCAD
3670,PALM BEACH ATLANTIC UNIVERSITY,PALM BEACH ATLANTIC PBA
3671,PINELLAS TECHNICAL COLLEGE-ST. PETERSBURG,PINELLAS TECHNICAL COLLEGE -ST. PETERSBURG
3672,INDEPENDENCE COMMUNITY COLLEGE,
3673,NEWMAN UNIVERSITY,
3674,OLD TOWN BARBER COLLEGE-WICHITA,KANSAS SCHOOL OF BARBERING
3675,EMPIRE BEAUTY SCHOOL-CHENOWETH,
3676,EMPIRE BEAUTY SCHOOL-ELIZABETHTOWN,
3677,EMPIRE BEAUTY SCHOOL-DIXIE,
3678,CENTRAL LOUISIANA TECHNICAL COMMUNITY COLLEGE,
3679,BOSSIER PARISH COMMUNITY COLLEGE,
3680,AVIATION INSTITUTE OF MAINTENANCE-PHILADELPHIA,
3681,AVEDA ARTS & SCIENCES INSTITUTE-COVINGTON,
3682,CAMBRIDGE COLLEGE,
3683,CONWAY SCHOOL OF LANDSCAPE DESIGN,CONWAY SCHOOL
3684,LINCOLN TECHNICAL INSTITUTE-SOMERVILLE,
3685,DEAN COLLEGE,
3686,ROB ROY ACADEMY-FALL RIVER,
3687,FISHER COLLEGE,
3688,BENJAMIN FRANKLIN INSTITUTE OF TECHNOLOGY,FRANKLIN INSTITUTE OF BOSTON
3689,RADFORD UNIVERSITY,
3690,LESLEY UNIVERSITY,
3691,MGH INSTITUTE OF HEALTH PROFESSIONS,
3692,EASTERN MICHIGAN UNIVERSITY,
3693,GOGEBIC COMMUNITY COLLEGE,
3694,KUYPER COLLEGE,
3695,DAKOTA COUNTY TECHNICAL COLLEGE,DCTC
3696,HAZELDEN BETTY FORD GRADUATE SCHOOL OF ADDICTION STUDIES,
3697,AVEDA INSTITUTE-MINNEAPOLIS,
3698,UNIVERSITY OF MISSOURI-SYSTEM OFFICE,
3699,UNIVERSITY OF NEBRASKA-CENTRAL ADMINISTRATION SYSTEM OFFICE,
3700,KENNETH SHULER SCHOOL OF COSMETOLOGY-FLORENCE,
3701,RABBINICAL SEMINARY OF AMERICA,
3702,CONSERVATORY OF MUSIC OF PUERTO RICO,
3703,ROANOKE-CHOWAN COMMUNITY COLLEGE,R-CCC
3704,COLUMBIA COLLEGE,
3705,M T TRAINING CENTER,
3706,KANSAS STATE UNIVERSITY,K-STATE
3707,WICHITA STATE UNIVERSITY,WSU
3708,HARVARD UNIVERSITY,
3709,MIDDLESEX COMMUNITY COLLEGE,
3710,WAYNES COLLEGE OF BEAUTY,
3711,SOUTHEAST COMMUNITY COLLEGE AREA,SOUTHEAST COMMUNITY COLLEGE SCC
3712,FORTIS COLLEGE-COLUMBIA,FORTIS COLLEGE - COLUMBIA
3713,NEW CASTLE SCHOOL OF TRADES,
3714,PENNSYLVANIA STATE UNIVERSITY-PENN STATE GREAT VALLEY,
3715,PENNSYLVANIA STATE UNIVERSITY-PENN STATE NEW KENSINGTON,
3716,PENNSYLVANIA STATE UNIVERSITY-PENN STATE WILKES-BARRE,
3717,PENNSYLVANIA STATE UNIVERSITY-PENN STATE SCRANTON,
3718,PENNSYLVANIA STATE SYSTEM OF HIGHER EDUCATION-CENTRAL OFFICE,
3719,PENNSYLVANIA STATE UNIVERSITY-PENN STATE DUBOIS,
3720,NATIONAL AMERICAN UNIVERSITY-ELLSWORTH AFB EXTENSION,
3721,OREGON STATE UNIVERSITY-CASCADES CAMPUS,
3722,CORTIVA INSTITUTE-KING OF PRUSSIA,
3723,CONCORDE CAREER COLLEGE-GRAND PRAIRIE,
3724,ROSS MEDICAL EDUCATION CENTER-DAVISON,
3725,ROSS MEDICAL EDUCATION CENTER-NILES,
3726,PIMA MEDICAL INSTITUTE-HOUSTON,
3727,PLATT COLLEGE-STVT-SAN ANTONIO,SOUTH TEXAS VO-TECH
3728,CONCORDE CAREER INSTITUTE-ORLANDO,
3729,ONONDAGA SCHOOL OF THERAPEUTIC MASSAGE-ROCHESTER,
3730,COLLEGE OF MASSAGE THERAPY,
3731,PLATT COLLEGE-MILLER-MOTTE-JACKSONVILLE,
3732,PLATT COLLEGE-MILLER-MOTTE TECHNICAL-AUGUSTA,
3733,PLATT COLLEGE-MILLER-MOTTE TECHNICAL-CONWAY,
3734,AVEDA INSTITUTE-PORTLAND,
3735,READING HOSPITAL SCHOOL OF HEALTH SCIENCES,RHSHS
3736,WALNUT HILL COLLEGE,
3737,NEW YORK FILM ACADEMY,
3738,THE COLLECTIVE SCHOOL OF MUSIC,
3739,INTERNATIONAL COLLEGE OF COSMETOLOGY,
3740,NORTHERN VIRGINIA SCHOOL OF THERAPEUTIC MASSAGE,NVSTM
3741,PAUL MITCHELL THE SCHOOL-ST LOUIS,PMMO-ST. LOUIS LLC
3742,SHEPHERDS THEOLOGICAL SEMINARY,
3743,CINTA AVEDA INSTITUTE,
3744,SOUTHERN CALIFORNIA HEALTH INSTITUTE,IPPT CAREER SCHOOL
3745,ROSEDALE TECHNICAL COLLEGE,
3746,ROSEMONT COLLEGE,
3747,SETON HILL UNIVERSITY,
3748,JOHNSON & WALES UNIVERSITY-PROVIDENCE,
3749,BOB JONES UNIVERSITY,
3750,COLLEGE OF CHARLESTON,
3751,CLEMSON UNIVERSITY,
3752,CLINTON COLLEGE,
3753,EMPIRE BEAUTY SCHOOL-LITTLETON,
3754,DENMARK TECHNICAL COLLEGE,DTC
3755,KENNETH SHULER SCHOOL OF COSMETOLOGY AND NAILS-COLUMBIA,
3756,MEDICAL UNIVERSITY OF SOUTH CAROLINA,MUSC
3757,SPARTANBURG COMMUNITY COLLEGE,
3758,INDIANA UNIVERSITY OF PENNSYLVANIA-MAIN CAMPUS,
3759,UPMC JAMESON SCHOOL OF NURSING,
3760,JOHNSON COLLEGE,
3761,KEYSTONE COLLEGE,
3762,LACKAWANNA COLLEGE,
3763,LEVITTOWN BEAUTY ACADEMY,
3764,LINCOLN UNIVERSITY,
3765,BRITE DIVINITY SCHOOL,
3766,WINTHROP UNIVERSITY,
3767,COLUMBIA STATE COMMUNITY COLLEGE,COLUMBIA STATE
3768,MOTLOW STATE COMMUNITY COLLEGE,MOTLOW|MOTLOW COLLEGE|MSCC
3769,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-CRUMP,TCAT CRUMP
3770,RASMUSSEN UNIVERSITY-WISCONSIN,
3771,SOUTHWEST TENNESSEE COMMUNITY COLLEGE,SOUTHWEST
3772,SOUTHERN ADVENTIST UNIVERSITY,
3773,THE UNIVERSITY OF TENNESSEE-CHATTANOOGA,UTC
3774,ALAMO COMMUNITY COLLEGE DISTRICT CENTRAL OFFICE,
3775,ARLINGTON CAREER INSTITUTE,
3776,AUSTIN COMMUNITY COLLEGE DISTRICT,
3777,THE ART INSTITUTE OF AUSTIN,
3778,COASTAL BEND COLLEGE,CBC
3779,CLARENDON COLLEGE,
3780,TRINITY VALLEY COMMUNITY COLLEGE,TVCC
3781,LINCOLN COLLEGE OF TECHNOLOGY-GRAND PRAIRIE,
3782,UNIVERSITY OF NORTH TEXAS,UNT|NORTH TEXAS|MEAN GREAN
3783,SAN JACINTO COMMUNITY COLLEGE,SAN JACINTO COLLEGE
3784,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,UT HEALTH SAN ANTONIO
3785,TEXAS A & M UNIVERSITY-COLLEGE STATION,TEXAS A&M | TAMU
3786,THE UNIVERSITY OF TEXAS AT AUSTIN,UT AUSTIN
3787,SCIOTO COUNTY CAREER TECHNICAL CENTER,"SCIOTO TECH, SCIOTO COUNTY CTC, SCCTC"
3788,MARIAN HEALTH CAREERS CENTER-LOS ANGELES CAMPUS,MARIAN COLLEGE
3789,VANTAGE CAREER CENTER,
3790,NEW RIVER COMMUNITY AND TECHNICAL COLLEGE,
3791,MOUNTAINLAND TECHNICAL COLLEGE,MTECH
3792,NORTHERN ARIZONA UNIVERSITY,NAU
3793,UNIVERSITY OF CALIFORNIA-BERKELEY,UC BERKELEY
3794,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"UCSF UC SAN FRANCISCO UNIVERSITY OF CALIFORNIA AT SAN FRANCISCO UNIVERSITY OF CALIFORNIA, SAN FRANCISCO"
3795,CENTRAL ALABAMA COMMUNITY COLLEGE,
3796,MARICOPA COMMUNITY COLLEGE SYSTEM OFFICE,
3797,THE EVERGREEN STATE COLLEGE,EVERGREEN|TESC|
3798,SALT LAKE COMMUNITY COLLEGE,
3799,BELLEVUE COLLEGE,BC
3800,WASHINGTON STATE UNIVERSITY,
3801,YAKIMA VALLEY COLLEGE,YVC
3802,SOUTHERN WEST VIRGINIA COMMUNITY AND TECHNICAL COLLEGE,
3803,FOX VALLEY TECHNICAL COLLEGE,FVTC
3804,NORTHCENTRAL TECHNICAL COLLEGE,NORTH CENTRAL TECHNICAL COLLEGE NTC
3805,CENTRAL TECHNOLOGY CENTER,CENTRAL TECH
3806,MODERN TECHNOLOGY SCHOOL,M.T. X-RAY INC.
3807,FREMONT COLLEGE,
3808,REMINGTON COLLEGE-CLEVELAND CAMPUS,
3809,TOLEDO ACADEMY OF BEAUTY CULTURE-EAST,TOLEDO ACADEMY OF BEAUTY
3810,BEST CARE COLLEGE,
3811,PAUL MITCHELL THE SCHOOL-LAS VEGAS,
3812,FLORIDA ACADEMY,
3813,MAHONING COUNTY CAREER AND TECHNICAL CENTER,
3814,PIONEER CAREER AND TECHNOLOGY CENTER,
3815,WESTERN TECHNOLOGY CENTER,
3816,WES WATKINS TECHNOLOGY CENTER,
3817,HAZLETON AREA CAREER CENTER,
3818,ALL-STATE CAREER SCHOOL-PITTSBURGH,
3819,SAN JOSE-EVERGREEN COMMUNITY COLLEGE DISTRICT,
3820,INSTITUTE FOR DOCTORAL STUDIES IN THE VISUAL ARTS,IDSVA
3821,PAUL MITCHELL THE SCHOOL-SPOKANE,
3822,PLATT COLLEGE-OKC-MEMORIAL,
3823,PAUL MITCHELL THE SCHOOL-SAN ANTONIO,
3824,ATA COLLEGE-CINCINNATI,
3825,COMMUNITY TECHNOLOGY LEARNING CENTER OF PORTAGE,COMMUNITY ACTION COUNCIL OF PORTAGE COUNTY
3826,DENTAL ASSISTANT PRO LLC-COLUMBUS,
3827,DENTAL ASSISTANT PRO-LEBANON,
3828,ENTERPRISE STATE COMMUNITY COLLEGE,ENTERPRISE-OZARK COMMUNITY COLLEGE ENTERPRISE STATE JUNIOR COLLEGE
3829,GEORGE C WALLACE COMMUNITY COLLEGE-DOTHAN,WALLACE DOTHAN|WCCD
3830,ARIZONA STATE UNIVERSITY CAMPUS IMMERSION,ASU TEMPE
3831,ARIZONA WESTERN COLLEGE,"AWC, A.W.C., AZ WESTERN, AZ WESTERN COLLEGE, ARIZONA WESTERN, YUMA/LAPAZ COMMUNITY COLLEGE DISTRICT, YUMA/LA PAZ COUNTIES COMMUNITY COLLEGE DISTRICT"
3832,PIMA COMMUNITY COLLEGE,PIMA COUNTY COMMUNITY COLLEGE DISTRICT
3833,UNIVERSITY OF ARKANSAS,UNIVERSITY OF ARKANSAS|ARKANSAS
3834,ARKANSAS TECH UNIVERSITY,ATU|TECH|ARKANSAS TECH
3835,DIABLO VALLEY COLLEGE,"DIABLO VALLEY, DVC"
3836,REEDLEY COLLEGE,
3837,NAPA VALLEY COLLEGE,
3838,SANTA ROSA JUNIOR COLLEGE,SRJC
3839,AIMS COMMUNITY COLLEGE,
3840,PIKES PEAK COMMUNITY COLLEGE,PPCC
3841,UNIVERSITY OF ALASKA ANCHORAGE,UAA
3842,JOHN PAUL THE GREAT CATHOLIC UNIVERSITY,
3843,PAUL MITCHELL THE SCHOOL-COLUMBIA,
3844,PAUL MITCHELL THE SCHOOL-CHARLESTON,
3845,KENNETH SHULER SCHOOL OF COSMETOLOGY-GREENVILLE,
3846,DEWEY UNIVERSITY-MANATI,
3847,STEVENS-HENAGER COLLEGE,BRANCH OF COLLEGEAMERICA FLAGSTAFF
3848,NORTH CENTRAL COLLEGE,NCC|NORTH CENTRAL|CARDINALS|NORTH CENTRAL UNIVERSITY|UNIVERSITY OF NAPERVILLE|NAPERVILLE UNIVERSITY
3849,NORTHWEST-SHOALS COMMUNITY COLLEGE,
3850,LURLEEN B WALLACE COMMUNITY COLLEGE,"LURLEEN B. WALLACE COMMUNITY COLLEGE, LBW COMMUNITY COLLEGE, LBWCC"
3851,GADSDEN STATE COMMUNITY COLLEGE,GSCC | GADSDEN STATE | GADSDEN COMMUNITY COLLEGE
3852,SOUTHERN UNION STATE COMMUNITY COLLEGE,
3853,VANDERCOOK COLLEGE OF MUSIC,
3854,ANCILLA COLLEGE,
3855,CALUMET COLLEGE OF SAINT JOSEPH,"CCSJ, CAL COLLEGE, CALUMET COLLEGE; CALUMET COLLEGE OF ST. JOSEPH CALUMET COLLEGE OF ST JOSEPH"
3856,COCONINO COMMUNITY COLLEGE,
3857,TRINITY CHRISTIAN COLLEGE,
3858,PIMA MEDICAL INSTITUTE-MESA,
3859,CENTRAL ARIZONA COLLEGE,PINAL COUNTY COMMUNITY COLLEGE
3860,SAN JOAQUIN DELTA COLLEGE,DELTA|DELTA COLLEGE|SAN JOAQUIN|SAN JOAQUIN DELTA|SAN JOAQUIN DELTA COMMUNITY COLLEGE DISTRICT
3861,COLLEGE OF THE SEQUOIAS,
3862,COLORADO MESA UNIVERSITY,COLORADO MESA
3863,SOUTH FLORIDA STATE COLLEGE,
3864,BAKER UNIVERSITY,BAKER|BU|BAKER U
3865,FLINT HILLS TECHNICAL COLLEGE,
3866,GARDEN CITY COMMUNITY COLLEGE,
3867,AVEDA INSTITUTE-DES MOINES,
3868,MARIAN HEALTH CAREERS CENTER-VAN NUYS CAMPUS,MARIAN COLLEGE VAN NUYS
3869,MILAN INSTITUTE-LAS VEGAS,
3870,NEW YORK SCHOOL OF ESTHETICS & DAY SPA,
3871,FINGER LAKES HEALTH COLLEGE OF NURSING & HEALTH SCIENCES,
3872,CITY COLLEGE-HOLLYWOOD,
3873,OHIO CHRISTIAN UNIVERSITY,OCU
3874,COLUMBIANA COUNTY CAREER AND TECHNICAL CENTER,
3875,ZANE STATE COLLEGE,
3876,OHIO STATE UNIVERSITY-LIMA CAMPUS,
3877,OHIO STATE UNIVERSITY-MAIN CAMPUS,
3878,SAVANNAH TECHNICAL COLLEGE,SAVANNAH TECH
3879,CUYAHOGA VALLEY CAREER CENTER,CVCC
3880,FORTIS COLLEGE-CENTERVILLE,
3881,GEORGIA NORTHWESTERN TECHNICAL COLLEGE,
3882,COLUMBUS STATE UNIVERSITY,"CSU, COLUMBUS STATE"
3883,NORTHEAST IOWA COMMUNITY COLLEGE,NICC
3884,OAKTON COMMUNITY COLLEGE,
3885,BENEDICTINE UNIVERSITY,
3886,MIDWESTERN UNIVERSITY-DOWNERS GROVE,
3887,ELGIN COMMUNITY COLLEGE,ECC
3888,WASHBURN INSTITUTE OF TECHNOLOGY,WASHBURN TECH
3889,JAMES A RHODES STATE COLLEGE,RHODES STATE COLLEGE
3890,THE UNIVERSITY OF FINDLAY,
3891,EMPIRE BEAUTY SCHOOL-VIRGINIA BEACH,
3892,PAUL MITCHELL THE SCHOOL-OGDEN,
3893,MIAMI AD SCHOOL-NEW YORK,
3894,LARRY'S BARBER COLLEGE,
3895,FUTURA CAREER INSTITUTE,
3896,FLAIR BEAUTY COLLEGE,
3897,MEDICAL ALLIED CAREER CENTER,
3898,MARION TECHNICAL COLLEGE,
3899,OHIO STATE UNIVERSITY-MARION CAMPUS,
3900,WRIGHT STATE UNIVERSITY-LAKE CAMPUS,
3901,CANTON CITY SCHOOLS ADULT CAREER AND TECHNICAL EDUCATION,
3902,BUCKEYE JOINT VOCATIONAL SCHOOL,BUCKEYE CAREER CENTER
3903,WASHINGTON COUNTY CAREER CENTER-ADULT TECHNICAL TRAINING,
3904,CAMERON UNIVERSITY,
3905,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SWOSU|SOUTHWESTERN|SOUTHWESTERN OKLAHOMA STATE UNIVERSITY WEATHERFORD CAMPUS|SOUTHWESTERN OKLAHOMA STATE UNIVERSITY SAYRE CAMPUS
3906,WESTERN OKLAHOMA STATE COLLEGE,"WESTERN,WOSC"
3907,BAIS HAMEDRASH AND MESIVTA OF BALTIMORE,
3908,ATHENA CAREER ACADEMY,
3909,THE BARBER SCHOOL,
3910,BE'ER YAAKOV TALMUDIC SEMINARY,
3911,RIO GRANDE VALLEY COLLEGE,RGV CAREERS AN INSTITUTE FOR HIGHER LEARNING
3912,AVEDA INSTITUTE-TUCSON,
3913,DIAMOND BEAUTY COLLEGE,
3914,UNITEK COLLEGE,
3915,LA SALLE UNIVERSITY,
3916,COMMUNITY COLLEGE OF PHILADELPHIA,
3917,PAUL MITCHELL THE SCHOOL-RENO,THE RENO ACADEMY
3918,MITSU SATO HAIR ACADEMY,
3919,FLORIDA VOCATIONAL INSTITUTE,
3920,SAE INSTITUTE OF TECHNOLOGY-ATLANTA,
3921,NEW ENGLAND INSTITUTE OF TECHNOLOGY,NEW ENGLAND TECH
3922,EMPIRE BEAUTY SCHOOL-WARWICK,
3923,BRYANT UNIVERSITY,
3924,AIKEN TECHNICAL COLLEGE,
3925,FLORENCE-DARLINGTON TECHNICAL COLLEGE,
3926,FRANCIS MARION UNIVERSITY,
3927,CLAFLIN UNIVERSITY,
3928,ORANGEBURG CALHOUN TECHNICAL COLLEGE,OCTECH
3929,SOUTH COLLEGE,
3930,SOUTHEAST TECHNICAL COLLEGE,
3931,WESTERN DAKOTA TECHNICAL COLLEGE,WESTERN DAKOTA TECH
3932,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-RIPLEY,
3933,TENNESSEE TECHNOLOGICAL UNIVERSITY,TENNESSEE TECH UNIVERSITY|TENNESSEE TECH|TTU|TENN TECH|TN TECH|TECH|
3934,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-HARRIMAN,
3935,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-MURFREESBORO,
3936,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-ONEIDA-HUNTSVILLE,
3937,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-COVINGTON,
3938,TEMPLE COLLEGE,TEMPLE JUNIOR COLLEGE
3939,TEXARKANA COLLEGE,
3940,LETOURNEAU UNIVERSITY,
3941,TEXAS A & M UNIVERSITY-KINGSVILLE,TEXAS A&M-KINGSVILLE
3942,PARIS JUNIOR COLLEGE,
3943,BAYLOR UNIVERSITY,
3944,STEPHEN F AUSTIN STATE UNIVERSITY,"SFASU, SFA, STEPHEN F, STEPHEN F. AUSTIN"
3945,FRANK PHILLIPS COLLEGE,FPC
3946,PURDUE UNIVERSITY FORT WAYNE,IPFW|IUPUFW|PURDUE UNIVERSITY-FORT WAYNE|PURDUE-FORT WAYNE|PURDUE FORT WAYNE
3947,INDIANA UNIVERSITY-SOUTHEAST,IUSE | IU SE | IU SOUTHEAST
3948,PANOLA COLLEGE,
3949,WEST TEXAS A & M UNIVERSITY,WTAMU
3950,THE UNIVERSITY OF TEXAS AT TYLER,UT TYLER
3951,WEATHERFORD COLLEGE,
3952,INDIANA UNIVERSITY-KOKOMO,IU KOKOMO | IUK | IU KO
3953,INDIANA UNIVERSITY-EAST,IUE | IU EAST
3954,MARY BALDWIN UNIVERSITY,MBU
3955,MOUNTAIN EMPIRE COMMUNITY COLLEGE,"MECC, MOUNTAIN EMPIRE"
3956,NORTHWEST INDIAN COLLEGE,
3957,EMPIRE BEAUTY SCHOOL-SAVANNAH,
3958,EMPIRE BEAUTY SCHOOL-WEST GREENSBORO,
3959,JOLIE HAIR AND BEAUTY ACADEMY-NORTHFIELD,
3960,MOTORING TECHNICAL TRAINING INSTITUTE,MTTI
3961,CLOUD COUNTY COMMUNITY COLLEGE,
3962,COWLEY COUNTY COMMUNITY COLLEGE,COWLEY COLLEGE
3963,NEOSHO COUNTY COMMUNITY COLLEGE,
3964,OWENSBORO COMMUNITY AND TECHNICAL COLLEGE,
3965,BLUEGRASS COMMUNITY AND TECHNICAL COLLEGE,
3966,BRISTOL COMMUNITY COLLEGE,BRISTOL
3967,SOUTHERN MAINE COMMUNITY COLLEGE,SMCC
3968,MEDICAL CAREER INSTITUTE,
3969,HINTON BARBER AND BEAUTY COLLEGE,
3970,BRYANT & STRATTON COLLEGE-ONLINE,
3971,OGLE SCHOOL HAIR SKIN NAILS-SAN ANTONIO,OGLE SCHOOL
3972,IDEAL BEAUTY ACADEMY,
3973,MINNESOTA SCHOOL OF COSMETOLOGY-PLYMOUTH CAMPUS,
3974,MERCYHURST UNIVERSITY-NORTH EAST CAMPUS,
3975,PLATT COLLEGE-RIVERSIDE,
3976,INTERNATIONAL SCHOOL OF COSMETOLOGY,TONI&GUY HAIRDRESSING ACADEMY - SCOTTSDALE
3977,SHILOH UNIVERSITY,
3978,ROSS MEDICAL EDUCATION CENTER-DAYTON,
3979,ROSS MEDICAL EDUCATION CENTER-BOWLING GREEN,
3980,FLORIDA INSTITUTE OF TECHNOLOGY-ONLINE,
3981,SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY,SPARTAN COLLEGE-TULSA
3982,PAUL MITCHELL THE SCHOOL-PORTLAND,
3983,FAITH THEOLOGICAL SEMINARY,
3984,CALIFORNIA COLLEGE SAN DIEGO,SAN MARCOS BRANCH CAMPUS
3985,THE COLLEGE OF HEALTH CARE PROFESSIONS-FORT WORTH,
3986,SHEAR FINESSE BEAUTY ACADEMY,
3987,MID MICHIGAN COLLEGE,
3988,JACKSON COLLEGE,
3989,GRAND VALLEY STATE UNIVERSITY,GRAND VALLEY|GVSU|GRAND VALLEY STATE|
3990,RIVERLAND COMMUNITY COLLEGE,
3991,OZARKS TECHNICAL COMMUNITY COLLEGE,OTC
3992,MOBERLY AREA COMMUNITY COLLEGE,MACC
3993,HOLMES COMMUNITY COLLEGE,
3994,MISSISSIPPI GULF COAST COMMUNITY COLLEGE,
3995,WILKES UNIVERSITY,WILKES
3996,WESTMINSTER THEOLOGICAL SEMINARY,
3997,BRYN MAWR COLLEGE,
3998,DREXEL UNIVERSITY,DREXEL
3999,BLUE RIDGE COMMUNITY COLLEGE,BRCC|BLUE RIDGE
4000,COLLEGE OF THE ALBEMARLE,
4001,PIEDMONT COMMUNITY COLLEGE,
4002,LIMESTONE UNIVERSITY,
4003,REGENT UNIVERSITY,
4004,CYBERTEX INSTITUTE OF TECHNOLOGY,
4005,WOODRUFF MEDICAL TRAINING AND TESTING,
4006,HELMS COLLEGE,
4007,UKIAH ADULT SCHOOL,
4008,LAWRENCE & COMPANY COLLEGE OF COSMETOLOGY,
4009,CENTER FOR THE HEALING ARTS,
4010,HEALTHCARE TRAINING INSTITUTE,
4011,SOUTH UNIVERSITY-HIGH POINT,SOUTH UNIVERSITY-HIGH POINT
4012,EMPIRE BEAUTY SCHOOL-ROCHESTER,
4013,ROSS MEDICAL EDUCATION CENTER-KOKOMO,
4014,NORTHERN NEW MEXICO COLLEGE,
4015,GENESEE COMMUNITY COLLEGE,GCC
4016,ASHLAND COUNTY-WEST HOLMES CAREER CENTER,ACWHCC ADULT EDUCATION ASHLAND COUNTY CAREER CENTER
4017,HUSSIAN COLLEGE-DAYMAR COLLEGE COLUMBUS,HUSSIAN COLLEGE - DAYMAR COLLEGE COLUMBUS
4018,MIAMI UNIVERSITY-HAMILTON,
4019,WILMINGTON COLLEGE,
4020,KENT STATE UNIVERSITY AT SALEM,
4021,SOUTHERN STATE COMMUNITY COLLEGE,
4022,OHIO STATE UNIVERSITY-NEWARK CAMPUS,
4023,LORAIN COUNTY JOINT VOCATIONAL SCHOOL DISTRICT,
4024,EDISON STATE COMMUNITY COLLEGE,EDISON COMMUNITY COLLEGE
4025,MUSKINGUM UNIVERSITY,MUSKINGUM
4026,PIONEER PACIFIC COLLEGE,
4027,ACADEMY OF VOCAL ARTS,
4028,COMMUNITY COLLEGE OF BEAVER COUNTY,CCBC
4029,OHIO UNIVERSITY-CHILLICOTHE CAMPUS,
4030,TERRA STATE COMMUNITY COLLEGE,TERRA COMMUNITY COLLEGE|TERRA TECHNICAL COLLEGE
4031,UNIVERSITY OF PENNSYLVANIA,"PENN, U OF PA, U-PENN, U OF P, PENNSYLVANIA, UPENN, PENNSYLVANIA UNIVERSITY, UNIVERSITY OF PENNSYLVANIA, WHARTON, WHARTON SCHOOL OF BUSINESS"
4032,UNIVERSITY OF THE SCIENCES,USCIENCES
4033,MURRAY STATE COLLEGE,
4034,NATIONAL AMERICAN UNIVERSITY-RAPID CITY,
4035,SIOUX FALLS SEMINARY,NORTH AMERICAN BAPTIST SEMINARY
4036,OGLALA LAKOTA COLLEGE,
4037,SOUTH DAKOTA STATE UNIVERSITY,
4038,MILAN INSTITUTE-MERCED,
4039,MIDWEST TECHNICAL INSTITUTE-SPRINGFIELD,
4040,AUGUSTA UNIVERSITY,
4041,COSMETOLOGY ACADEMY OF TEXARKANA,
4042,SANFORD MEDICAL CENTER,
4043,STEWART SCHOOL,
4044,CHATTANOOGA COLLEGE MEDICAL DENTAL AND TECHNICAL CAREERS,ELECTRONIC COMPUTER PROGRAMMING COLLEGE
4045,UNIVERSITY OF HOUSTON-DOWNTOWN,
4046,JARVIS CHRISTIAN COLLEGE,THE BULLDOGS
4047,AVIATION INSTITUTE OF MAINTENANCE-LAS VEGAS,
4048,DEVRY UNIVERSITY-OHIO,DEVRY UNIVERSITY-SEVEN HILLSDEVRY UNIVERSITY-CINCINNATIDEVRY UNIVERSITY-COLUMBUS
4049,NEW RIVER COMMUNITY COLLEGE,NRCC
4050,ROGUE COMMUNITY COLLEGE,
4051,OREGON INSTITUTE OF TECHNOLOGY,OIT|OREGON TECH
4052,BLUE MOUNTAIN COMMUNITY COLLEGE,BMCC
4053,COLUMBIA GORGE COMMUNITY COLLEGE,
4054,VIRGINIA STATE UNIVERSITY,VSU
4055,LOCK HAVEN UNIVERSITY,LHU|LHUP|LOCK HAVEN|LOCK HAVEN UNIVERSITY OF PENNSYLVANIA
4056,BLOOMSBURG UNIVERSITY OF PENNSYLVANIA,
4057,ALLEGHENY COLLEGE,
4058,UNIVERSITY OF PITTSBURGH-TITUSVILLE,
4059,HARRISBURG AREA COMMUNITY COLLEGE,HACC
4060,MERCYHURST UNIVERSITY,
4061,REDONDO BEACH BEAUTY COLLEGE,
4062,BLALOCK'S PROFESSIONAL BEAUTY COLLEGE,
4063,"CHRISTINE VALMY INTERNATIONAL SCHOOL FOR ESTHETICS, SKIN CARE & MAKEUP",CHRISTINE VALMY INTERNATIONAL SCHOOL
4064,JOHN AMICO SCHOOL OF HAIR DESIGN,
4065,ALAMO CITY BARBER COLLEGE,ACBC LLC
4066,DELTA COLLEGE OF ARTS & TECHNOLOGY-LAFAYETTE CAMPUS,
4067,NICOLET AREA TECHNICAL COLLEGE,NICOLET COLLEGE
4068,SACRED HEART SEMINARY AND SCHOOL OF THEOLOGY,SHSST
4069,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,
4070,PENNSYLVANIA STATE UNIVERSITY-PENN STATE LEHIGH VALLEY,
4071,LAC COURTE OREILLES OJIBWE COLLEGE,
4072,ROANE-JACKSON TECHNICAL CENTER,
4073,PIONEER TECHNOLOGY CENTER,
4074,THE UNIVERSITY OF THE ARTS,UARTS
4075,SUSQUEHANNA UNIVERSITY,SUSQUAHANNA|SUSQUEHANA|SESQUEHANNA
4076,NORTHWEST ARKANSAS COMMUNITY COLLEGE,NWACC
