id,name,alias
4077,CAPITAL AREA SCHOOL OF PRACTICAL NURSING,CASPN
4078,SEGUIN BEAUTY SCHOOL-NEW BRAUNFELS,SEGUIN BEAUTY SCHOOL # 2
4079,WESTERN AREA CAREER & TECHNOLOGY CENTER,WESTERN AREA CTC
4080,CALIFORNIA UNIVERSITY OF PENNSYLVANIA,
4081,PIVOT POINT ACADEMY,
4082,CHISHOLM TRAIL TECHNOLOGY CENTER,
4083,GORDON COOPER TECHNOLOGY CENTER,GORDON COOPER AREA VOCATIONAL-TECHNICAL SCHOOL DISTRICT #5
4084,NUVANI INSTITUTE,
4085,UNIVERSITY OF SOUTH CAROLINA-LANCASTER,
4086,SOUTH CAROLINA STATE UNIVERSITY,
4087,SOUTHERN WESLEYAN UNIVERSITY,SWU
4088,CLEVELAND STATE COMMUNITY COLLEGE,
4089,GENESIS CAREER COLLEGE-LEBANON,
4090,SOUTHWEST COLLEGIATE INSTITUTE FOR THE DEAF,SWCID HOWARD COLLEGE - SWCID
4091,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-MCKENZIE,
4092,LINCOLN MEMORIAL UNIVERSITY,LMU
4093,FRONTIER COMMUNITY COLLEGE,FRONTIER COMMUNITY COLLEGE
4094,BRILLARE BEAUTY INSTITUTE,
4095,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-CROSSVILLE,
4096,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-DICKSON,
4097,PAUL MITCHELL THE SCHOOL-LOMBARD,
4098,PAUL MITCHELL THE SCHOOL-GREENVILLE,
4099,ELECTRICAL TRAINING CENTER,
4100,ALEXANDER PAUL INSTITUTE OF HAIR DESIGN,ALEXANDER PAUL INSTITUTE
4101,CALIFORNIA TECHNICAL ACADEMY,
4102,MORE TECH INSTITUTE,
4103,DORSEY SCHOOL OF BUSINESS-DEARBORN,DORSEY SCHOOLS- DEARBORN
4104,BELLA COSMETOLOGY AND BARBER COLLEGE,
4105,CALIFORNIA INTERNATIONAL BUSINESS UNIVERSITY,
4106,OHIO INSTITUTE OF ALLIED HEALTH,
4107,PAUL MITCHELL THE SCHOOL-ARDMORE,
4108,KD CONSERVATORY COLLEGE OF FILM AND DRAMATIC ARTS,KD CONSERVATORY
4109,RANGER COLLEGE,
4110,ODESSA COLLEGE,
4111,THE UNIVERSITY OF TEXAS PERMIAN BASIN,UT PERMIAN BASIN
4112,VISTA COLLEGE,CCC
4113,TRI-STATE COSMETOLOGY INSTITUTE,
4114,MID-DEL TECHNOLOGY CENTER,
4115,APPALACHIAN SCHOOL OF LAW,
4116,TARLETON STATE UNIVERSITY,TARLETON|TEXANS|TSU|TARLETON STATE|
4117,COLLEGE OF THE MAINLAND,COM
4118,RIVER VALLEY COSMETOLOGY INSTITUTE,
4119,LUCKES BEAUTY ACADEMY LLC,
4120,TOTAL TRANSFORMATION INSTITUTE OF COSMETOLOGY,TOTAL TRANSFORMATION INSTITUTE OF COSMETOLOGY
4121,VIBE BARBER COLLEGE,
4122,EAST-WEST HEALING ARTS INSTITUTE,
4123,STANDARD HEALTHCARE SERVICES-COLLEGE OF NURSING,STANDARD COLLEGE OF NURSING
4124,MIND BODY INSTITUTE,
4125,CREATIVE TOUCH COSMETOLOGY SCHOOL,
4126,SETTING THE STANDARD BARBERING AND NATURAL HAIR ACADEMY,SETTING THE STANDARD BARBERING ACADEMY
4127,HIGH DESERT MEDICAL COLLEGE,
4128,PAUL MITCHELL THE SCHOOL-SCHENECTADY,
4129,BEYOND MEASURE BARBERING INSTITUTE,
4130,MCDOUGLE TECHNICAL INSTITUTE,
4131,JUPITER BEAUTY ACADEMY,
4132,FIRST COAST BARBER ACADEMY,FCB ACADEMY
4133,PAUL MITCHELL THE SCHOOL-FARMINGTON HILLS,
4134,SOUTH TEXAS COLLEGE,
4135,ARIZONA SCHOOL OF INTEGRATIVE STUDIES,ASIS MASSAGE EDUCATION
4136,JOLIE HEALTH AND BEAUTY ACADEMY-TURNERSVILLE,
4137,ROSS MEDICAL EDUCATION CENTER-EVANSVILLE,
4138,NORTH-WEST COLLEGE-ANAHEIM,
4139,TAYLOR ANDREWS ACADEMY OF HAIR DESIGN-PROVO,"PROVO TAYLOR ANDREWS ACADEMY TAYLOR ANDREWS, INC."
4140,UNIVERSITY OF PHOENIX-ARIZONA,
4141,UNIVERSITY OF PHOENIX-CALIFORNIA,
4142,UNIVERSITY OF PHOENIX-FLORIDA,
4143,UNIVERSITY OF PHOENIX-GEORGIA,
4144,UNIVERSITY OF PHOENIX-MICHIGAN,
4145,UNIVERSITY OF PHOENIX-TEXAS,
4146,UNIVERSITY OF PHOENIX-VIRGINIA,
4147,PAUL MITCHELL THE SCHOOL-CINCINNATI,
4148,DERMAL SCIENCE INTERNATIONAL AESTHETICS AND NAIL ACADEMY,DSI ACADEMY
4149,BRIDGEVALLEY COMMUNITY & TECHNICAL COLLEGE,
4150,NORTHWEST COLLEGE-MEDFORD,NORTHWEST COLLEGE - SCHOOL OF BEAUTY
4151,TRINITY COLLEGE,"TRINITY COLLEGE, HARTFORD, CONNECTICUT"
4152,UNITED STATES COAST GUARD ACADEMY,
4153,WESTERN CONNECTICUT STATE UNIVERSITY,"WESTERN, WCSU"
4154,MARGARET H ROLLINS SCHOOL OF NURSING AT BEEBE MEDICAL CENTER,BEEBE SCHOOL OF NURSING
4155,CHAMPLAIN COLLEGE,
4156,GEORGIA MILITARY COLLEGE,
4157,FOUNTAIN OF YOUTH ACADEMY OF COSMETOLOGY,
4158,CALIFORNIA COLLEGE SAN DIEGO,
4159,MILWAUKEE AREA TECHNICAL COLLEGE,MATC
4160,UNIVERSITY OF WISCONSIN-RIVER FALLS,
4161,WEST VIRGINIA NORTHERN COMMUNITY COLLEGE,WVNCC
4162,INTERACTIVE COLLEGE OF TECHNOLOGY-CHAMBLEE,
4163,CALIFORNIA STATE UNIVERSITY-SAN MARCOS,
4164,CALIFORNIA STATE UNIVERSITY-SAN BERNARDINO,CAL STATE SAN BERNARDINO
4165,GAVILAN COLLEGE,
4166,CALIFORNIA LUTHERAN UNIVERSITY,
4167,MOORPARK COLLEGE,
4168,MIDWAY UNIVERSITY,
4169,THE SOUTHERN BAPTIST THEOLOGICAL SEMINARY,"SBTS, SOUTHERN SEMINARY, BOYCE COLLEGE"
4170,DELGADO COMMUNITY COLLEGE,
4171,NORTHERN ESSEX COMMUNITY COLLEGE,NECC
4172,MASSACHUSETTS BAY COMMUNITY COLLEGE,MASSBAY COMMUNITY COLLEGE
4173,MASSASOIT COMMUNITY COLLEGE,
4174,QUINSIGAMOND COMMUNITY COLLEGE,
4175,NORTHWESTERN MICHIGAN COLLEGE,NMC
4176,UNIVERSITY OF MAINE,
4177,UNIVERSITY OF BALTIMORE,UB
4178,MIDDLESEX COUNTY COLLEGE,
4179,WESTERN NEVADA COLLEGE,WNC
4180,CLEVELAND INSTITUTE OF MUSIC,CIM
4181,CLEVELAND INSTITUTE OF ART,CIA
4182,NOTRE DAME COLLEGE,
4183,CLEVELAND STATE UNIVERSITY,
4184,UNIVERSITY OF MARYLAND-COLLEGE PARK,
4185,JOHN CARROLL UNIVERSITY,JCU
4186,OHIO MEDIA SCHOOL-VALLEY VIEW,
4187,ATLANTA METROPOLITAN STATE COLLEGE,AMSC
4188,ASHFORD UNIVERSITY,
4189,CITY UNIVERSITY OF SEATTLE,CITYU
4190,NATIONAL AMERICAN UNIVERSITY-HAROLD D. BUCKINGHAM GRADUATE SCHOOL,
4191,TEXAS BARBER COLLEGE,
4192,ALL BEAUTY COLLEGE,
4193,INTERACTIVE COLLEGE OF TECHNOLOGY-GAINESVILLE,
4194,EAGLE GATE COLLEGE-LAYTON,
4195,GEORGIA GWINNETT COLLEGE,
4196,CALIFORNIA CAREER COLLEGE,
4197,AMERICAN CAREER COLLEGE-ONTARIO,
4198,ASHER COLLEGE,
4199,SUM BIBLE COLLEGE AND THEOLOGICAL SEMINARY,SCHOOL OF URBAN MISSIONS
4200,AVI CAREER TRAINING,
4201,HOLLYWOOD INSTITUTE OF BEAUTY CAREERS-WEST PALM BEACH,
4202,HOLLYWOOD INSTITUTE OF BEAUTY CAREERS-CASSELBERRY,
4203,EMPIRE BEAUTY SCHOOL-CHELTENHAM,
4204,COACHELLA VALLEY BEAUTY COLLEGE-HEMET,CV BEAUTY COLLEGE
4205,COASTAL PINES TECHNICAL COLLEGE,
4206,CARRINGTON COLLEGE-ADMINISTRATIVE OFFICE,CARRINGTON COLLEGE-ADMINISTRATIVE OFFICE
4207,THE CATHOLIC UNIVERSITY OF AMERICA,
4208,FLORIDA COLLEGE,
4209,PIMA MEDICAL INSTITUTE-RENTON,
4210,SOUTHEAST TEXAS CAREER INSTITUTE,
4211,SOUTHWEST TECHNICAL COLLEGE,SOUTHWEST TECH
4212,MILWAUKEE CAREER COLLEGE,
4213,CONCORDIA UNIVERSITY-ANN ARBOR,"CUAA CONCORDIA UNIVERSITY CONCORDIA UNIVERSITY, ANN ARBOR CONCORDIA UNIVERSITY - MICHIGAN CONCORDIA (MICHIGAN) C.U.A.A"
4214,UNIVERSITY OF DETROIT MERCY,"DETROIT MERCY, UDM, U OF D, UNIVERSITY OF DETROIT"
4215,BROWN AVEDA INSTITUTE-STRONGSVILLE,
4216,EMPIRE BEAUTY SCHOOL-NORTH HILLS,
4217,UNITED THEOLOGICAL SEMINARY OF THE TWIN CITIES,UNITED THEOLOGICAL SEMINARY OF THE TWIN CITIES
4218,TOUGALOO COLLEGE,
4219,CITRUS HEIGHTS BEAUTY COLLEGE,
4220,MONTANA BIBLE COLLEGE,
4221,COASTLINE BEAUTY COLLEGE,
4222,AVEDA FREDRIC'S INSTITUTE-CINCINNATI,
4223,CDE CAREER INSTITUTE,
4224,CHARLESTON SCHOOL OF LAW,
4225,MANUEL AND THERESA'S SCHOOL OF HAIR DESIGN-BRYAN,
4226,WEBSTER UNIVERSITY,
4227,THE UNIVERSITY OF MONTANA,UNIVERSITY OF MONTANA
4228,DIXIE TECHNICAL COLLEGE,DIXIE TECH
4229,KC'S SCHOOL OF HAIR DESIGN,
4230,NORTHEASTERN UNIVERSITY LIFELONG LEARNING NETWORK,
4231,BARBER SCHOOL OF PITTSBURGH,
4232,UNIVERSITY OF NEW HAMPSHIRE AT MANCHESTER,UNH MANCHESTER
4233,INLAND MASSAGE INSTITUTE,
4234,BRYANT & STRATTON COLLEGE-WAUWATOSA,
4235,REMINGTON COLLEGE-HOUSTON SOUTHEAST CAMPUS,
4236,UNIVERSITY OF NEW MEXICO-VALENCIA COUNTY CAMPUS,UNM - VALENCIA
4237,AMERICAN MUSICAL AND DRAMATIC ACADEMY,
4238,FORTIS INSTITUTE-NASHVILLE,MEDVANCE INSTITUTE - NASHVILLE
4239,CHAMBERLAIN UNIVERSITY-ILLINOIS,CHAMBERLAIN COLLEGE OF NURSING–ADDISON CHAMBERLAIN COLLEGE OF NURSING-CHICAGO CHAMBERLAIN COLLEGE OF NURSING-TINLEY PARK
4240,METROPOLITAN COLLEGE OF NEW YORK,MCNY
4241,MILAN INSTITUTE OF COSMETOLOGY-FAIRFIELD,
4242,OTTAWA UNIVERSITY-ONLINE,OU ONLINE
4243,PAUL MITCHELL THE SCHOOL-ESANI,
4244,GEMOLOGICAL INSTITUTE OF AMERICA-NEW YORK,
4245,EMPIRE BEAUTY SCHOOL-TUCSON,
4246,BROOKLINE COLLEGE-PHOENIX,
4247,SOUTHWEST UNIVERSITY OF VISUAL ARTS-TUCSON,
4248,SWEDISH INSTITUTE A COLLEGE OF HEALTH SCIENCES,
4249,CROWLEY'S RIDGE COLLEGE,
4250,HARDING UNIVERSITY,
4251,ARKANSAS NORTHEASTERN COLLEGE,
4252,NORTHWEST TECHNICAL INSTITUTE,NWTI NORTHWEST TECHNICAL INSTITUTE NORTHWEST VOCATIONAL-TECHNICAL SCHOOL
4253,UNIVERSITY OF ARKANSAS-FORT SMITH,UA FORT SMITH; UAFS
4254,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,UNCP
4255,DICKINSON STATE UNIVERSITY,DSU
4256,LAKE REGION STATE COLLEGE,LRSC
4257,CALIFORNIA COLLEGE OF THE ARTS,
4258,CALIFORNIA STATE UNIVERSITY-CHANCELLORS OFFICE,
4259,UNIVERSITY OF CALIFORNIA-DAVIS,UC DAVIS
4260,UNIVERSITY OF CALIFORNIA-RIVERSIDE,UC RIVERSIDE
4261,CALIFORNIA HAIR DESIGN ACADEMY,
4262,CASA LOMA COLLEGE-VAN NUYS,
4263,CET-SAN JOSE,
4264,CET-COLTON,
4265,CET-WATSONVILLE,
4266,GEORGIA CAREER INSTITUTE,
4267,BERRY COLLEGE,
4268,BRENAU UNIVERSITY,
4269,CHATTAHOOCHEE TECHNICAL COLLEGE,
4270,HERZING UNIVERSITY-ATLANTA,
4271,CARRINGTON COLLEGE-BOISE,APOLLO COLLEGE APOLLO COLLEGE-BOISE CARRINGTON COLLEGE-BOISE
4272,BRIGHAM YOUNG UNIVERSITY-IDAHO,BYU-I
4273,UNIVERSITY OF CHICAGO,
4274,CONCORDIA UNIVERSITY-CHICAGO,CONCORDIA UNIVERSITY CHICAGO
4275,COYNE COLLEGE,COYNE AMERICAN INSTITUTE
4276,ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE,RFUMS
4277,ILLINOIS VALLEY COMMUNITY COLLEGE,IVCC
4278,JOHN A LOGAN COLLEGE,
4279,FEATHER RIVER COMMUNITY COLLEGE DISTRICT,FEATHER RIVER COLLEGE
4280,FEDERICO BEAUTY INSTITUTE,
4281,GRADUATE THEOLOGICAL UNION,GTU
4282,GROSSMONT COLLEGE,
4283,HUMPHREYS UNIVERSITY-STOCKTON AND MODESTO CAMPUSES,
4284,MANCHESTER COMMUNITY COLLEGE,
4285,MITCHELL COLLEGE,
4286,STRAYER UNIVERSITY-DISTRICT OF COLUMBIA,
4287,FORT LEWIS COLLEGE,FLC
4288,CALIFORNIA INSTITUTE OF THE ARTS,CALARTS
4289,PITZER COLLEGE,PITZER|PFIZER|PZ|PTZ|PIT
4290,CLAREMONT MCKENNA COLLEGE,
4291,CLAREMONT GRADUATE UNIVERSITY,
4292,COLLEGE OF SAN MATEO,CSM
4293,SIMPSON UNIVERSITY,
4294,COLLEGE OF THE SISKIYOUS,
4295,UPPER IOWA UNIVERSITY,UIU
4296,UNIVERSITY OF IOWA,IOWA
4297,ASM BEAUTY WORLD ACADEMY,
4298,ASIAN-AMERICAN INTERNATIONAL BEAUTY COLLEGE,
4299,OLNEY CENTRAL COLLEGE,OLNEY CENTRAL COLLEGE
4300,UNIVERSITY OF ILLINOIS SPRINGFIELD,UIS
4301,FORDHAM UNIVERSITY,
4302,CENTRAL CAROLINA TECHNICAL COLLEGE,CENTRAL CAROLINA|CCTC|CCT|SUMTER TECH|CENTRAL CAROLINA TECH
4303,UNIVERSITY OF HAWAII MAUI COLLEGE,UH MAUI COLLEGE / MAUI COLLEGE
4304,PAUL MITCHELL THE SCHOOL-KNOXVILLE,
4305,TENNESSEE SCHOOL OF BEAUTY OF KNOXVILLE INC,
4306,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-JACKSON,
4307,UNION UNIVERSITY,
4308,UNIVERSITY OF HAWAII-WEST OAHU,UH WEST OAHU / UHWO
4309,ELEVATE SALON INSTITUTE-CHUBBUCK,
4310,ARTISTIC ACADEMY OF HAIR DESIGN,ARTISTIC ACADEMY
4311,AMERICAN PUBLIC UNIVERSITY SYSTEM,AMERICAN MILITARY UNIVERSITY AMERICAN PUBLIC UNIVERSITY
4312,NORTHERN WYOMING COMMUNITY COLLEGE DISTRICT,NORTHERN WYOMING COMMUNITY COLLEGE DISTRICT|SHERIDAN COLLEGE|GILLETTE COLLEGE
4313,JOHN F. KENNEDY UNIVERSITY,
4314,WASHINGTON SARATOGA WARREN HAMILTON ESSEX BOCES-PRACTICAL NURSING PROGRAM,WSWHE BOCES
4315,MOREHOUSE COLLEGE,
4316,MOREHOUSE SCHOOL OF MEDICINE,MSM
4317,POINT UNIVERSITY,POINT U
4318,APPLIED TECHNOLOGY SERVICES,
4319,THE COLLEGE OF IDAHO,C OF I
4320,NORTHWEST NAZARENE UNIVERSITY,NORTHWEST NAZARENE UNIVERSITY/NORTHWEST NAZARENE COLLEGE/NNU/NNC/NORTHWEST NAZARENE UNIVERSITY
4321,WOFFORD COLLEGE,
4322,EDMONDS COLLEGE,EDMONDS
4323,ALVERNO COLLEGE,
4324,CARROLL UNIVERSITY,
4325,EVERGREEN VALLEY COLLEGE,
4326,YESHIVA COLLEGE OF THE NATIONS CAPITAL,
4327,WOODLAND COMMUNITY COLLEGE,
4328,THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT LOS ANGELES,
4329,UNIVERSITY OF CONNECTICUT-AVERY POINT,
4330,BENNETT CAREER INSTITUTE,
4331,PAUL MITCHELL THE SCHOOL-SACRAMENTO,
4332,INTERCOAST COLLEGES-RANCHO CORDOVA,
4333,FORTIS INSTITUTE-LAWRENCEVILLE,
4334,PLATT COLLEGE-MILLER-MOTTE TECHNICAL-MACON,
4335,ALICE LLOYD COLLEGE,
4336,SAN JOAQUIN VALLEY COLLEGE-TEMECULA,
4337,LUTHER RICE COLLEGE & SEMINARY,
4338,CONCORDIA UNIVERSITY-PORTLAND,
4339,EASTERN OREGON UNIVERSITY,EOU
4340,LEWIS & CLARK COLLEGE,LEWIS AND CLARK COLLEGE
4341,NORTHWEST COLLEGE-BEAVERTON,NORTHWEST COLLEGE - SCHOOL OF BEAUTY
4342,MOUNT ANGEL SEMINARY,
4343,VERNON COLLEGE,VERNON REGIONAL JUNIOR COLLEGE VRJC VC VERNON
4344,VICTORIA BEAUTY COLLEGE INC,VICTORIA BEAUTY SCHOOL
4345,STERLING COLLEGE,
4346,GLEN DOW ACADEMY OF HAIR DESIGN,
4347,GONZAGA UNIVERSITY,
4348,LAWRENCE UNIVERSITY,LAWRENCE
4349,CALVIN THEOLOGICAL SEMINARY,
4350,FORTIS INSTITUTE-FORTY FORT,
4351,GREENE COUNTY VOCATIONAL SCHOOL DISTRICT,GREENE COUNTY CAREER CENTER|GREENE JVS|GREENE COUNTY JOINT VOCATIONAL SCHOOL|GREENE CAREER CENTER|GREEN COUNTY CAREER CENTER|GREEN JVS
4352,WILKES-BARRE AREA CAREER AND TECHNICAL CENTER PRACTICAL NURSING,
4353,ALEXANDRIA TECHNICAL & COMMUNITY COLLEGE,ATCC
4354,AMERICAN INDIAN OIC INC,TAKODA INSTITUTE OF HIGHER EDUCATION
4355,HAMRICK SCHOOL,
4356,UNIVERSITY OF MINNESOTA-MORRIS,
4357,CENTURA COLLEGE-NORFOLK,
4358,MISSISSIPPI STATE UNIVERSITY,
4359,EMPIRE BEAUTY SCHOOL-GREEN BAY,
4360,TENNESSEE BOARD OF REGENTS,TBR - COLLEGE SYSTEM OF TENNESSEE
4361,CAREER CENTER OF SOUTHERN ILLINOIS,BECK SCHOOL OF PRACTICAL NURSING BECK AREA CAREER CENTER
4362,NORTH-WEST COLLEGE-WEST COVINA,
4363,NORTH-WEST COLLEGE-VAN NUYS,NORTH-WEST COLLEGE - PASADENA
4364,UNIVERSITY OF SAN FRANCISCO,
4365,SAN JOSE CITY COLLEGE,
4366,SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY,SPARTAN COLLEGE-DENVER (BROOMFIELD)
4367,CONCORDE CAREER COLLEGE-AURORA,
4368,COLORADO STATE UNIVERSITY-FORT COLLINS,
4369,ARKANSAS STATE UNIVERSITY-MOUNTAIN HOME,
4370,HENDERSON STATE UNIVERSITY,
4371,MESA COMMUNITY COLLEGE,
4372,DAVIS TECHNICAL COLLEGE,DAVIS TECH
4373,ARIZONA STATE UNIVERSITY DIGITAL IMMERSION,ASU SKYSONG
4374,LOUISIANA DELTA COMMUNITY COLLEGE,LDCC
4375,NEIGHBORHOOD PLAYHOUSE SCHOOL OF THE THEATER,NEIGHBORHOOD PLAYHOUSE SCHOOL
4376,MARYVILLE COLLEGE,
4377,HUNTINGDON COLLEGE,
4378,STILLMAN COLLEGE,
4379,FIRST CLASS COSMETOLOGY SCHOOL,
4380,CUYAMACA COLLEGE,
4381,DESIGN INSTITUTE OF SAN DIEGO,
4382,UNIVERSITY OF ST FRANCIS,
4383,SAINT ANTHONY COLLEGE OF NURSING,"SACN, ST. ANTHONY COLLEGE OF NURSING"
4384,OAKLAND CITY UNIVERSITY,
4385,INDIANA UNIVERSITY-NORTHWEST,IUN | IU NORTHWEST
4386,ANDERSON UNIVERSITY,
4387,BUTLER UNIVERSITY,
4388,CHRISTIAN THEOLOGICAL SEMINARY,
4389,UNIVERSITY OF VALLEY FORGE,VFCC; UVF
4390,MILLENNIA ATLANTIC UNIVERSITY,
4391,CUMBERLAND UNIVERSITY,CU
4392,UNION PRESBYTERIAN SEMINARY,UNION PRESBYTERIAN
4393,VIRGINIA UNION UNIVERSITY,VUU
4394,PAUL MITCHELL THE SCHOOL-PASADENA,
4395,SAN FRANCISCO INSTITUTE OF ESTHETICS & COSMETOLOGY INC,SFIEC
4396,HANDS ON THERAPY,
4397,FORTIS COLLEGE-MONTGOMERY,
4398,FORTIS INSTITUTE-BIRMINGHAM,
4399,CARDIAC AND VASCULAR INSTITUTE OF ULTRASOUND,CVIU
4400,STUDIO ACADEMY OF BEAUTY,
4401,ACADEMY OF HAIR DESIGN-OKLAHOMA CITY,
4402,UNIVERSAL CAREER SCHOOL,"UNIVERSAL BEAUTY SCHOOL,INC./DBA UNIVERSAL CAREER SCHOOL"
4403,COLUMBIA COLLEGE,
4404,VERMONT COLLEGE OF FINE ARTS,VCFA
4405,MEDIATECH INSTITUTE-HOUSTON,
4406,THE MODERN COLLEGE OF DESIGN,
4407,THE SALON PROFESSIONAL ACADEMY-FARGO,
4408,LYNN UNIVERSITY,LYNN UNIVERSITY
4409,CHIPOLA COLLEGE,CHIPOLA|CJC|CHIPOLA JUNIOR COLLEGE|CHIPOLA JR. COLLEGE
4410,LORENZO WALKER TECHNICAL COLLEGE,
4411,FLORIDA INSTITUTE OF TECHNOLOGY,FLORIDA TECH
4412,FLORIDA STATE UNIVERSITY,FLORIDA STATE|F.S.U.|FSU|F. S. U.|FLA. STATE UNIVERSITY|FLA. STATE|FL STATE UNIVERSITY|FL STATE|FL STATE UNIVERSITY|FL STATE|SEMINOLES|NOLES|FLORIDA STATE SEMINOLES|FLORIDA STATE UNIVERSITY SEMINOLES|FL. STATE|FL. STATE UNIVERSITY|THE FLORIDA STATE UNIVERSITY|FLORIDIA STATE UNIVERSITY|FLORDA STATE UNIVERSITY|FLORIDA STATE UNIVERISITY|FLORDIA STATE UNIVERSITY|FLORIDA STATE UNVERSITY|
4413,GEORGE T BAKER AVIATION TECHNICAL COLLEGE,
4414,BARRETT AND COMPANY SCHOOL OF HAIR DESIGN,
4415,SOUTHCENTRAL KENTUCKY COMMUNITY AND TECHNICAL COLLEGE,
4416,CAMPBELLSVILLE UNIVERSITY,
4417,PAUL MITCHELL THE SCHOOL-LEXINGTON,
4418,HAZARD COMMUNITY AND TECHNICAL COLLEGE,
4419,KENTUCKY MOUNTAIN BIBLE COLLEGE,KMBC
4420,MADISONVILLE COMMUNITY COLLEGE,
4421,MOREHEAD STATE UNIVERSITY,
4422,MURRAY STATE UNIVERSITY,
4423,BIG SANDY COMMUNITY AND TECHNICAL COLLEGE,
4424,AMERICAN BEAUTY COLLEGE,
4425,L3HARRIS,
4426,UNIVERSITY OF MANAGEMENT AND TECHNOLOGY,
4427,INTERNATIONAL ACADEMY,
4428,LAKE TECHNICAL COLLEGE,
4429,TRAVISS TECHNICAL COLLEGE,
4430,ORANGE TECHNICAL COLLEGE-MID FLORIDA CAMPUS,MID-FLORIDA TECH | O-TEC MID FLORIDA TECH | O-TEC MID-FLORIDA TECH | MID-FLORIDA TECHNICAL INSTITUTE
4431,WESLEY COLLEGE,
4432,BREWSTER TECHNICAL COLLEGE,BREWSTER TECHNICAL CENTER
4433,WORSHAM COLLEGE OF MORTUARY SCIENCE,"WORSHAM COLLEGE, INC."
4434,SUNCOAST TECHNICAL COLLEGE,SUNCOAST TECHNICAL COLLEGE
4435,ST. JOHN VIANNEY COLLEGE SEMINARY,ST. JOHN VIANNEY COLLEGE SEMINARY ST JOHN VIANNEY COLLEGE SEMINARY
4436,ST. THOMAS UNIVERSITY,ST THOMAS UNIVERSITY SAINT THOMAS UNIVERSITY MIAMI CATHOLIC UNIVERSITY
4437,UNIVERSITY OF PHOENIX-ILLINOIS,
4438,NATIONAL UNIVERSITY OF HEALTH SCIENCES,NATIONAL COLLEGE OF CHIROPRACTIC
4439,UNIVERSITY OF SAINT MARY OF THE LAKE,UNIVERSITY OF ST. MARY OF THE LAKE UNIVERSITY OF ST MARY OF THE LAKE
4440,BIG BEND TECHNICAL COLLEGE,
4441,VALENCIA COLLEGE,
4442,CLEAR CREEK BAPTIST BIBLE COLLEGE,CLEAR CREEK SPRINGS|CLEAR CREEK MOUNTAIN PREACHERS BIBLE SCHOOL|CLEAR CREEK BAPTIST SCHOOL|CCBBC
4443,LEEWARD COMMUNITY COLLEGE,LEEWARD CC / LCC
4444,TIDEWATER TECH-TRADES,
4445,UNIVERSITY OF LOUISIANA AT MONROE,ULM; UNIVERSITY OF LOUISIANA-MONROE; UNI OF LA-MONROE; UNIVERSITY OF LOUISIANA MONROE; UNIVERSITY OF LOUISIANA AT MONROE
4446,MR LEON'S SCHOOL OF HAIR DESIGN-MOSCOW,
4447,CANNELLA SCHOOL OF HAIR DESIGN-CHICAGO,
4448,GEM CITY COLLEGE,
4449,GRAHAM HOSPITAL SCHOOL OF NURSING,
4450,UPPER CAPE COD REGIONAL TECHNICAL SCHOOL,UPPER CAPE TECH.
4451,LAKE FOREST GRADUATE SCHOOL OF MANAGEMENT,
4452,SAUK VALLEY COMMUNITY COLLEGE,
4453,UNIVERSITY OF EVANSVILLE,UE | ACES | EVANSVILLE | PURPLE ACES
4454,WASHINGTON COLLEGE,
4455,HANOVER COLLEGE,
4456,HOLY CROSS COLLEGE,
4457,IVY TECH COMMUNITY COLLEGE,
4458,EDUCATORS OF BEAUTY COLLEGE OF COSMETOLOGY-PERU,
4459,UNIVERSITY OF MARYLAND GLOBAL CAMPUS,UMGC
4460,UNIVERSITY OF MAINE AT PRESQUE ISLE,UMPI
4461,UNIVERSITY OF MAINE AT FORT KENT,UMFK
4462,UNIVERSITY OF MAINE AT FARMINGTON,UMF
4463,THOMAS COLLEGE,
4464,WEST VIRGINIA JUNIOR COLLEGE-CHARLESTON,
4465,UNIVERSITY OF MAINE AT MACHIAS,UNIVERSITY OF MAINE-MACHIAS
4466,THE LANDING SCHOOL,THE LANDING SCHOOL OF BOATBUILDING & DESIGN
4467,ALMA COLLEGE,
4468,MAINE MARITIME ACADEMY,
4469,SPA TECH INSTITUTE-WESTBROOK,
4470,AWARD BEAUTY SCHOOL,
4471,UNIVERSITY SYSTEM OF MARYLAND,USM
4472,BABSON COLLEGE,
4473,BENTLEY UNIVERSITY,BENTLEY
4474,BOSTON ARCHITECTURAL COLLEGE,BOSTON ARCHITECTURAL CENTER
4475,BOSTON GRADUATE SCHOOL OF PSYCHOANALYSIS INC,
4476,BRANDEIS UNIVERSITY,
4477,MCPHS UNIVERSITY,MCPHS UNIVERSITY
4478,NEW ENGLAND LAW-BOSTON,NEW ENGLAND LAW | BOSTON
4479,DORSEY SCHOOL OF BUSINESS-ROSEVILLE,DORSEY SCHOOLS- ROSEVILLE
4480,SMITH COLLEGE,
4481,WENTWORTH INSTITUTE OF TECHNOLOGY,
4482,EMPIRE BEAUTY SCHOOL-MICHIGAN,
4483,DAVENPORT UNIVERSITY,
4484,KALAMAZOO COLLEGE,
